image_path,filename,category,width,height,format,mode,size_kb,md5_hash
data\raw\warning\warning_121_1767976500960.jpg,warning_121_1767976500960.jpg,warning,108,140,JPEG,RGB,15.8564453125,0ea92916a40ea8b111e68437846801bd
data\raw\warning\warning_122_1767976501518.jpg,warning_122_1767976501518.jpg,warning,142,140,JPEG,RGB,7.091796875,d4b69f1be862cecf2f5c4732f2f1bd2c
data\raw\warning\warning_123_1767976502042.jpg,warning_123_1767976502042.jpg,warning,162,91,JPEG,RGB,11.9521484375,b68081604552d1eaf19e313845d01acd
data\raw\warning\warning_124_1767976502572.jpg,warning_124_1767976502572.jpg,warning,162,129,JPEG,RGB,6.3642578125,b8062f489297fceb62b4173482102607
data\raw\warning\warning_125_1767976503104.jpg,warning_125_1767976503104.jpg,warning,162,121,JPEG,RGB,8.0048828125,2f5931f6d8b40a06947b082ab4ef0bcc
data\raw\warning\warning_126_1767976503625.jpg,warning_126_1767976503625.jpg,warning,162,103,JPEG,RGB,13.3583984375,09026d911395881337a36e49fd4f20a7
data\raw\warning\warning_127_1767976504153.jpg,warning_127_1767976504153.jpg,warning,96,140,JPEG,RGB,8.8095703125,1bedc1c85d2403773d5ae67ec7b3274f
data\raw\warning\warning_128_1767976504676.jpg,warning_128_1767976504676.jpg,warning,162,91,JPEG,RGB,6.130859375,2db953ef4834e67fb9d48bbb31d8f62a
data\raw\warning\warning_129_1767976505335.jpg,warning_129_1767976505335.jpg,warning,162,108,JPEG,RGB,4.890625,896043c66f47fbb070425a2173d892a3
data\raw\warning\warning_130_1767976505912.jpg,warning_130_1767976505912.jpg,warning,162,91,JPEG,RGB,11.392578125,2bda576b336c0c66e4cb1da84f081629
data\raw\warning\warning_131_1767976506477.jpg,warning_131_1767976506477.jpg,warning,162,91,JPEG,RGB,4.830078125,1110c26a529c7efae296c14ba0435a86
data\raw\warning\warning_132_1767976506986.jpg,warning_132_1767976506986.jpg,warning,162,94,JPEG,RGB,14.6728515625,db3f538ca280ccbc41fa3582b5176ff8
data\raw\warning\warning_133_1767976507514.jpg,warning_133_1767976507514.jpg,warning,162,135,JPEG,RGB,6.990234375,f76fdbf196ed56b016b185a50b935bf6
data\raw\warning\warning_134_1767976508036.jpg,warning_134_1767976508036.jpg,warning,162,87,JPEG,RGB,8.5283203125,c3f68cc1326dde7d50d9a2811c20b4df
data\raw\warning\warning_135_1767976508551.jpg,warning_135_1767976508551.jpg,warning,140,140,JPEG,RGB,7.759765625,c2456c1301ef1dfe7a66c14db0dde467
data\raw\warning\warning_136_1767976509035.jpg,warning_136_1767976509035.jpg,warning,162,108,JPEG,RGB,4.470703125,6ec621757f507742ee2f9a0f79df81fe
data\raw\warning\warning_137_1767976509536.jpg,warning_137_1767976509536.jpg,warning,157,140,JPEG,RGB,8.1953125,f61c8506c2494183b3341100ba5fff50
data\raw\warning\warning_138_1767976529134.jpg,warning_138_1767976529134.jpg,warning,99,140,JPEG,RGB,10.720703125,3f073c821d4e964db4c406bd95a98df7
data\raw\warning\warning_139_1767976529646.jpg,warning_139_1767976529646.jpg,warning,159,140,JPEG,RGB,8.79296875,f980f0d0eb016f5b070b56cf22b99c13
data\raw\warning\warning_140_1767976530152.jpg,warning_140_1767976530152.jpg,warning,159,140,JPEG,RGB,9.939453125,f84e758d880c0cc66a01d06159fcdf22
data\raw\warning\warning_141_1767976530653.jpg,warning_141_1767976530653.jpg,warning,159,140,JPEG,RGB,10.328125,2891eb5aa152887b6d08ee6adf6dec05
data\raw\warning\warning_142_1767976531259.jpg,warning_142_1767976531259.jpg,warning,162,104,JPEG,RGB,12.2578125,a7cb8b3a478a995b5ef741b310fe986e
data\raw\warning\warning_143_1767976531748.jpg,warning_143_1767976531748.jpg,warning,100,140,JPEG,RGB,9.8359375,c05c9f252b3757f1bcceb8e18c10cd63
data\raw\warning\warning_144_1767976532247.jpg,warning_144_1767976532247.jpg,warning,159,140,JPEG,RGB,10.12109375,c36bbace81053d225ec5464f051ca2a0
data\raw\warning\warning_145_1767976532740.jpg,warning_145_1767976532740.jpg,warning,98,140,JPEG,RGB,7.908203125,f99d29ff17999f6dbf549ed97ebd8543
data\raw\warning\warning_146_1767976533256.jpg,warning_146_1767976533256.jpg,warning,159,140,JPEG,RGB,9.09375,00f9960afc726478e16b0a7292b09eab
data\raw\warning\warning_147_1767976533755.jpg,warning_147_1767976533755.jpg,warning,98,140,JPEG,RGB,8.9482421875,7846393e1f2d947579b0746d5a4f569f
data\raw\warning\warning_148_1767976534243.jpg,warning_148_1767976534243.jpg,warning,159,140,JPEG,RGB,9.9033203125,d48c6aee65bc7661059c5891e2294f65
data\raw\warning\warning_149_1767976534748.jpg,warning_149_1767976534748.jpg,warning,154,140,JPEG,RGB,21.0732421875,959e75c96416109b9d245fa7e8f5593a
data\raw\warning\warning_150_1767976535279.jpg,warning_150_1767976535279.jpg,warning,159,140,JPEG,RGB,9.384765625,db0731b371b1b7b2a2cf83feaf22e135
data\raw\warning\warning_151_1767976535806.jpg,warning_151_1767976535806.jpg,warning,140,140,JPEG,RGB,12.8046875,4552c238b1a40e7049b9667dfe977235
data\raw\warning\warning_152_1767976555964.jpg,warning_152_1767976555964.jpg,warning,154,140,JPEG,RGB,7.60546875,7d43dab1a4b9f9041ba74ce90f6917e3
data\raw\warning\warning_153_1767976556490.jpg,warning_153_1767976556490.jpg,warning,162,122,JPEG,RGB,7.888671875,16c343787d0cc2d721ab91795c33bd23
data\raw\warning\warning_154_1767976556996.jpg,warning_154_1767976556996.jpg,warning,140,140,JPEG,RGB,7.728515625,357a7e000973a2db72e291e724017114
data\raw\warning\warning_155_1767976557549.jpg,warning_155_1767976557549.jpg,warning,162,91,JPEG,RGB,4.830078125,9083c71bdc7e97e67d9eb9e1442fa83a
data\raw\warning\warning_156_1767976558165.jpg,warning_156_1767976558165.jpg,warning,157,140,JPEG,RGB,8.7197265625,bca3b3b8443f47ab90f3c135caa7ca8f
data\raw\warning\warning_157_1767976558720.jpg,warning_157_1767976558720.jpg,warning,162,91,JPEG,RGB,5.548828125,b514c48b76397bfacb3140c43f5c8166
data\raw\warning\warning_158_1767976559340.jpg,warning_158_1767976559340.jpg,warning,162,97,JPEG,RGB,6.2265625,4e1969ebcd3062540e59723ae47e2ad5
data\raw\warning\warning_159_1767976559852.jpg,warning_159_1767976559852.jpg,warning,162,135,JPEG,RGB,7.1640625,64092af69ad5c4c10bd5ef4b75b3329b
data\raw\warning\warning_160_1767976560458.jpg,warning_160_1767976560458.jpg,warning,140,140,JPEG,RGB,6.0458984375,6065a8fafdfe2e5d2dffd6b23092e1ef
data\raw\warning\warning_161_1767976561002.jpg,warning_161_1767976561002.jpg,warning,154,140,JPEG,RGB,6.9482421875,089809fea97d52464eb410deb564cb22
data\raw\warning\warning_162_1767976561572.jpg,warning_162_1767976561572.jpg,warning,162,85,JPEG,RGB,7.9052734375,e6455c9c0322664b96bcf533f290e5fe
data\raw\warning\warning_163_1767976562078.jpg,warning_163_1767976562078.jpg,warning,140,140,JPEG,RGB,8.322265625,32b7967a19d63f4d6323f5512364d45d
data\raw\warning\warning_164_1767976562598.jpg,warning_164_1767976562598.jpg,warning,140,140,JPEG,RGB,7.65625,fefbf8ed3024e9621f10e7eb9bc5d5de
data\raw\warning\warning_165_1767976563717.jpg,warning_165_1767976563717.jpg,warning,154,140,JPEG,RGB,8.7099609375,6a6487036f518bd64a6d6769a0925a76
data\raw\warning\warning_166_1767976596250.jpg,warning_166_1767976596250.jpg,warning,162,91,JPEG,RGB,10.501953125,161a9cf22cd260d1f35211a076387602
data\raw\warning\warning_167_1767976596766.jpg,warning_167_1767976596766.jpg,warning,140,140,JPEG,RGB,7.4248046875,67902dc85f601e33774d9445982fb6f5
data\raw\warning\warning_168_1767976597312.jpg,warning_168_1767976597312.jpg,warning,162,90,JPEG,RGB,7.1875,6a8e9c50a5a4eddc1f23bb95f572aeea
data\raw\warning\warning_169_1767976597842.jpg,warning_169_1767976597842.jpg,warning,162,108,JPEG,RGB,5.521484375,39b0aff4dcb653709dce88d98f5bfd30
data\raw\warning\warning_170_1767976598344.jpg,warning_170_1767976598344.jpg,warning,140,140,JPEG,RGB,6.427734375,64851c2f711b08c176a29f2640557948
data\raw\warning\warning_171_1767976598881.jpg,warning_171_1767976598881.jpg,warning,162,89,JPEG,RGB,12.6162109375,b05224464908383638ed432ce50d7f7f
data\raw\warning\warning_172_1767976599372.jpg,warning_172_1767976599372.jpg,warning,162,104,JPEG,RGB,12.5185546875,040704f004614d2d173da0c01efd5020
data\raw\warning\warning_173_1767976599914.jpg,warning_173_1767976599914.jpg,warning,162,108,JPEG,RGB,7.25,7ee668273d3c307ffe784b1626b07f44
data\raw\warning\warning_174_1767976600420.jpg,warning_174_1767976600420.jpg,warning,140,140,JPEG,RGB,12.78125,0d01ec4bf94792e1cc9a8bd448551977
data\raw\warning\warning_175_1767976600948.jpg,warning_175_1767976600948.jpg,warning,162,88,JPEG,RGB,5.46875,eeaa610212eca2ff6854b0d777282e77
data\raw\warning\warning_176_1767976601466.jpg,warning_176_1767976601466.jpg,warning,162,90,JPEG,RGB,7.794921875,f14873f4de3c5d5a1679cb81df472173
data\raw\warning\warning_177_1767976602009.jpg,warning_177_1767976602009.jpg,warning,140,140,JPEG,RGB,10.916015625,f6453b9dc8d58f2323aea34f71fa1e9d
data\raw\warning\warning_178_1767976602529.jpg,warning_178_1767976602529.jpg,warning,140,140,JPEG,RGB,9.6220703125,5ff8c7e1aafd22f952b6383189e27cc1
data\raw\warning\warning_179_1767976603046.jpg,warning_179_1767976603046.jpg,warning,162,108,JPEG,RGB,11.3671875,0e7d241b77adc4228be17d9f477a5b30
data\raw\warning\warning_180_1767976603567.jpg,warning_180_1767976603567.jpg,warning,140,140,JPEG,RGB,7.654296875,fb3871daffd562e76947531510036264
data\raw\warning\warning_181_1767976604084.jpg,warning_181_1767976604084.jpg,warning,140,140,JPEG,RGB,7.119140625,030f5d0e39089c867eed1ad40ac493e8
data\raw\warning\warning_182_1767976605139.jpg,warning_182_1767976605139.jpg,warning,162,108,JPEG,RGB,6.5263671875,afff82d509ec0adb50067d59db848626
data\raw\warning\warning_183_1767976605687.jpg,warning_183_1767976605687.jpg,warning,140,140,JPEG,RGB,10.6611328125,7b4b0f0ec2e92c6c8f718e270c95e621
data\raw\warning\warning_184_1767976606236.jpg,warning_184_1767976606236.jpg,warning,140,140,JPEG,RGB,9.2197265625,f2c9e03b54730b9d70e2e8b9b3858944
data\raw\warning\warning_185_1767976630328.jpg,warning_185_1767976630328.jpg,warning,140,140,JPEG,RGB,10.94921875,5776a1d2baa66ffb95884093322dd3d8
data\raw\warning\warning_186_1767976631388.jpg,warning_186_1767976631388.jpg,warning,159,140,JPEG,RGB,9.2509765625,34f53147d6c4478488ca6ab624f15f08
data\raw\warning\warning_187_1767976631972.jpg,warning_187_1767976631972.jpg,warning,159,140,JPEG,RGB,8.97265625,3e3b0d78a128a86b8a4b32c4ef81b538
data\raw\warning\warning_188_1767976632472.jpg,warning_188_1767976632472.jpg,warning,137,140,JPEG,RGB,17.318359375,f5a234c34bb029d46403c071dccc7eba
data\raw\warning\warning_3_1767275583861.jpg,warning_3_1767275583861.jpg,warning,120,90,JPEG,RGB,6.9248046875,90aab8e01ff06872e484e37b44268c1b
data\raw\warning\warning_4_1767275586549.jpg,warning_4_1767275586549.jpg,warning,120,90,JPEG,RGB,7.806640625,ec8f6b41c224d2cf45a2c1ea7d1cad15
data\raw\warning\warning_52_1767973436671.jpg,warning_52_1767973436671.jpg,warning,140,140,JPEG,RGB,11.33984375,be7b8f3d23f57b386f0729f0fd4f97da
data\raw\warning\warning_54_1767973472114.jpg,warning_54_1767973472114.jpg,warning,162,104,JPEG,RGB,5.6669921875,9fa7c5b2cbcd76349a8d3f32501038c8
data\raw\warning\warning_57_1767973473722.jpg,warning_57_1767973473722.jpg,warning,162,91,JPEG,RGB,11.2763671875,8fe8e7ece72593a1fc2c7699fcbca33a
data\raw\warning\warning_5_1767275589290.jpg,warning_5_1767275589290.jpg,warning,120,92,JPEG,RGB,7.85546875,9376c257be9ff28575381a4a30d4ed76
data\raw\warning\warning_60_1767973475429.jpg,warning_60_1767973475429.jpg,warning,140,140,JPEG,RGB,7.70703125,cc6ffbbabe46c04d77eb9cd2c57b90ba
data\raw\warning\warning_61_1767973475929.jpg,warning_61_1767973475929.jpg,warning,140,140,JPEG,RGB,15.841796875,3efbf2bb268260f9e5f10e305e82821b
data\raw\warning\warning_66_1767973478636.jpg,warning_66_1767973478636.jpg,warning,162,91,JPEG,RGB,11.2919921875,ca0ae13d0203b8fd5e2bc9e6441a797c
data\raw\warning\warning_6_1767275591977.jpg,warning_6_1767275591977.jpg,warning,120,80,JPEG,RGB,9.1767578125,e101060b284fa603ffb6fc1c59f6cf20
data\raw\warning\warning_7_1767275594726.jpg,warning_7_1767275594726.jpg,warning,120,82,JPEG,RGB,6.80078125,dd9bcbf67a6b7f76e51908e71a222be5
data\raw\warning\warning_8_1767275597447.jpg,warning_8_1767275597447.jpg,warning,120,90,JPEG,RGB,5.912109375,b7a64b3444d0c073c8fd9ede3f451714
data\raw\mandatory\mandatory_100_1767973537744.jpg,mandatory_100_1767973537744.jpg,mandatory,162,92,JPEG,RGB,9.8349609375,7f25dbc141fe1912c65227f41b1efb98
data\raw\mandatory\mandatory_100_1767975952512.jpg,mandatory_100_1767975952512.jpg,mandatory,98,140,JPEG,RGB,10.7060546875,5d6bf49881f2448b05a3967fb09e3a8a
data\raw\mandatory\mandatory_101_1767975952929.jpg,mandatory_101_1767975952929.jpg,mandatory,140,140,JPEG,RGB,7.060546875,e805c553bcdffd416d028060ef734f33
data\raw\mandatory\mandatory_102_1767975953139.jpg,mandatory_102_1767975953139.jpg,mandatory,162,108,JPEG,RGB,12.1064453125,bf055af73e6e4b1ac18f80271ebb51c5
data\raw\mandatory\mandatory_103_1767975953578.jpg,mandatory_103_1767975953578.jpg,mandatory,162,108,JPEG,RGB,14.1669921875,73e8977086d7c661fb5ccd6e26717d5d
data\raw\mandatory\mandatory_104_1767975953783.jpg,mandatory_104_1767975953783.jpg,mandatory,162,108,JPEG,RGB,15.755859375,99a22d40f776b7f54bb7b6f3d9bb378f
data\raw\mandatory\mandatory_105_1767975954004.jpg,mandatory_105_1767975954004.jpg,mandatory,138,140,JPEG,RGB,8.271484375,4eedabb0609974f0a02b468254da71ba
data\raw\mandatory\mandatory_106_1767975954434.jpg,mandatory_106_1767975954434.jpg,mandatory,162,107,JPEG,RGB,11.6162109375,e37db51c76104ef45d2fea47678a00f6
data\raw\mandatory\mandatory_109_1767973607011.jpg,mandatory_109_1767973607011.jpg,mandatory,162,113,JPEG,RGB,14.572265625,d057bdccd57a84cb7030498ac1c5fb84
data\raw\mandatory\mandatory_10_1767269840013.jpg,mandatory_10_1767269840013.jpg,mandatory,800,600,JPEG,RGB,70.525390625,66469d670f7642f2158e81165fb851ee
data\raw\mandatory\mandatory_110_1767973607993.jpg,mandatory_110_1767973607993.jpg,mandatory,140,140,JPEG,RGB,9.078125,810b6e1d1a48af95243c5beea8b66599
data\raw\mandatory\mandatory_111_1767973608482.jpg,mandatory_111_1767973608482.jpg,mandatory,140,140,JPEG,RGB,11.4521484375,df76acc717c8aa8a9cb4661eda47f2d2
data\raw\mandatory\mandatory_112_1767973608999.jpg,mandatory_112_1767973608999.jpg,mandatory,140,140,JPEG,RGB,8.2509765625,f7065ccd5178a9617a8577da1b6889a8
data\raw\mandatory\mandatory_113_1767973609528.jpg,mandatory_113_1767973609528.jpg,mandatory,159,140,JPEG,RGB,10.15625,20d4f4054b39471c9f7806fb78be1f1b
data\raw\mandatory\mandatory_114_1767973610039.jpg,mandatory_114_1767973610039.jpg,mandatory,140,140,JPEG,RGB,8.0029296875,887fda4b6c76d0fca454e7e2e019a6a9
data\raw\mandatory\mandatory_115_1767973610528.jpg,mandatory_115_1767973610528.jpg,mandatory,162,89,JPEG,RGB,9.1181640625,752db5a5004b9ac03b7615ece0f68700
data\raw\mandatory\mandatory_116_1767973611042.jpg,mandatory_116_1767973611042.jpg,mandatory,140,140,JPEG,RGB,10.853515625,1b4b27dfad1a261dd7f25f4062680e61
data\raw\mandatory\mandatory_117_1767975982139.jpg,mandatory_117_1767975982139.jpg,mandatory,140,140,JPEG,RGB,7.4609375,f15a641a31c879f60a27c6ca39172fa4
data\raw\mandatory\mandatory_11_1767269840798.jpg,mandatory_11_1767269840798.jpg,mandatory,536,536,JPEG,RGB,26.642578125,2b2324752acb4e9c51c38d7bbe05a55f
data\raw\mandatory\mandatory_12_1767269841571.jpg,mandatory_12_1767269841571.jpg,mandatory,600,268,JPEG,RGB,15.068359375,aaefca8b2662b669ca468feec818cda1
data\raw\mandatory\mandatory_13_1767269842330.jpg,mandatory_13_1767269842330.jpg,mandatory,231,231,JPEG,RGB,19.1337890625,6a93f4066ad20436155d3ee35e77d44d
data\raw\mandatory\mandatory_14_1767269843233.jpg,mandatory_14_1767269843233.jpg,mandatory,470,470,JPEG,RGB,37.6826171875,bf3a4036fa5c2de6f7b7f41c089b9519
data\raw\mandatory\mandatory_15_1767269844106.jpg,mandatory_15_1767269844106.jpg,mandatory,178,174,JPEG,RGB,10.263671875,7e91f9554ad699999f6d43dfa5d24105
data\raw\mandatory\mandatory_16_1767269844886.jpg,mandatory_16_1767269844886.jpg,mandatory,166,170,JPEG,RGB,11.4775390625,ccd7bfed8c66667a0aff3db5b45ec91f
data\raw\mandatory\mandatory_17_1767269845761.jpg,mandatory_17_1767269845761.jpg,mandatory,367,367,JPEG,RGB,23.7509765625,7503dd85c12fade157477db063138642
data\raw\mandatory\mandatory_189_1767976656778.jpg,mandatory_189_1767976656778.jpg,mandatory,162,121,JPEG,RGB,9.1533203125,046afb075ef48e3dba8fd3d21fc68054
data\raw\mandatory\mandatory_18_1767269846546.jpg,mandatory_18_1767269846546.jpg,mandatory,232,232,JPEG,RGB,10.869140625,971c2f535ce88c87b9c11de34cf755ec
data\raw\mandatory\mandatory_190_1767976657294.jpg,mandatory_190_1767976657294.jpg,mandatory,143,140,JPEG,RGB,13.9697265625,6f911db8f9fb6ba80e440f451d94641f
data\raw\mandatory\mandatory_191_1767976658379.jpg,mandatory_191_1767976658379.jpg,mandatory,132,140,JPEG,RGB,15.1435546875,d8c5ca9a53fb1161bb229f4e499953d9
data\raw\mandatory\mandatory_192_1767976659488.jpg,mandatory_192_1767976659488.jpg,mandatory,162,102,JPEG,RGB,11.802734375,cf5287db1b2d241ca11a84a458356aa6
data\raw\mandatory\mandatory_193_1767976660019.jpg,mandatory_193_1767976660019.jpg,mandatory,100,140,JPEG,RGB,14.1923828125,020b3039e981e4687b6b42904456b5c7
data\raw\mandatory\mandatory_194_1767976660553.jpg,mandatory_194_1767976660553.jpg,mandatory,162,84,JPEG,RGB,10.201171875,ba57f3db7d38cd99e52024cfdc978949
data\raw\mandatory\mandatory_196_1767976661776.jpg,mandatory_196_1767976661776.jpg,mandatory,162,91,JPEG,RGB,9.33203125,802889d28b4feeca20af7623afe84e29
data\raw\mandatory\mandatory_197_1767976662290.jpg,mandatory_197_1767976662290.jpg,mandatory,140,140,JPEG,RGB,7.4736328125,b746e5cfadba063a55cf4f7bf7927887
data\raw\mandatory\mandatory_198_1767976662828.jpg,mandatory_198_1767976662828.jpg,mandatory,162,108,JPEG,RGB,16.8173828125,4782c839519843bd604a2b27241a1f77
data\raw\mandatory\mandatory_19_1767269847479.jpg,mandatory_19_1767269847479.jpg,mandatory,547,228,JPEG,RGB,24.19140625,b6ac78337b64b3eb0437c1ac55dafb2a
data\raw\mandatory\mandatory_1_1767269833163.jpg,mandatory_1_1767269833163.jpg,mandatory,1000,1000,JPEG,RGB,222.9130859375,91d046db6fdee7fc16babcb6fd082f53
data\raw\mandatory\mandatory_200_1767976663862.jpg,mandatory_200_1767976663862.jpg,mandatory,162,91,JPEG,RGB,13.37890625,367c2cf89b868c91efd439ed973ecdd6
data\raw\mandatory\mandatory_201_1767976664378.jpg,mandatory_201_1767976664378.jpg,mandatory,162,84,JPEG,RGB,6.4111328125,66be02e80cacf9a22bcc27e975e16023
data\raw\mandatory\mandatory_202_1767976664872.jpg,mandatory_202_1767976664872.jpg,mandatory,162,108,JPEG,RGB,10.9404296875,401439a5697419c56232fb932cfc8c2b
data\raw\mandatory\mandatory_203_1767976697082.jpg,mandatory_203_1767976697082.jpg,mandatory,162,108,JPEG,RGB,10.3203125,63d31042b521c40d7260ff64a6cd0929
data\raw\mandatory\mandatory_204_1767976698193.jpg,mandatory_204_1767976698193.jpg,mandatory,162,91,JPEG,RGB,5.7568359375,47a5e789d542e2445c940bfa5a0b79b8
data\raw\mandatory\mandatory_205_1767976698819.jpg,mandatory_205_1767976698819.jpg,mandatory,162,80,JPEG,RGB,9.21484375,f0ee3df4da17cb440ee2efe64b5014df
data\raw\mandatory\mandatory_206_1767976699370.jpg,mandatory_206_1767976699370.jpg,mandatory,162,81,JPEG,RGB,10.9140625,1f84d4d328d7a156fc304e010d938904
data\raw\mandatory\mandatory_207_1767976699869.jpg,mandatory_207_1767976699869.jpg,mandatory,162,93,JPEG,RGB,9.8779296875,9cc6fc49be4386b71c4ca1154a8f2b62
data\raw\mandatory\mandatory_208_1767976700386.jpg,mandatory_208_1767976700386.jpg,mandatory,162,91,JPEG,RGB,5.03515625,eac92bcaac39806ff6c6442dca608099
data\raw\mandatory\mandatory_20_1767269848260.jpg,mandatory_20_1767269848260.jpg,mandatory,518,719,JPEG,RGB,66.4140625,2789608a84d54e6a8d4f991cf60bbded
data\raw\mandatory\mandatory_210_1767976701442.jpg,mandatory_210_1767976701442.jpg,mandatory,140,140,JPEG,RGB,8.654296875,668de13021bb4f8a819f08ad5046436b
data\raw\mandatory\mandatory_211_1767976701950.jpg,mandatory_211_1767976701950.jpg,mandatory,162,91,JPEG,RGB,9.419921875,037142266e4c78509cba9e575cbce05e
data\raw\mandatory\mandatory_21_1767269849124.jpg,mandatory_21_1767269849124.jpg,mandatory,432,802,JPEG,RGB,88.6884765625,48e6149003bb890a0f0490a7bc86fd60
data\raw\mandatory\mandatory_222_1767976754890.jpg,mandatory_222_1767976754890.jpg,mandatory,140,140,JPEG,RGB,6.060546875,861d468ee36f1838d382af3ef729811f
data\raw\mandatory\mandatory_223_1767976755401.jpg,mandatory_223_1767976755401.jpg,mandatory,162,135,JPEG,RGB,5.669921875,7ee714e45219c755bb5539eeda9d1fc1
data\raw\mandatory\mandatory_224_1767976755908.jpg,mandatory_224_1767976755908.jpg,mandatory,142,140,JPEG,RGB,6.1728515625,3b48f9dd36bba7a0b8e61c3333b9fb60
data\raw\mandatory\mandatory_225_1767976756435.jpg,mandatory_225_1767976756435.jpg,mandatory,162,81,JPEG,RGB,10.8212890625,559496c77c4fd0589219a388c706eb25
data\raw\mandatory\mandatory_226_1767976756954.jpg,mandatory_226_1767976756954.jpg,mandatory,146,140,JPEG,RGB,5.291015625,bbfe59fde4f006cb0ebe6508cc59434c
data\raw\mandatory\mandatory_227_1767976757463.jpg,mandatory_227_1767976757463.jpg,mandatory,102,140,JPEG,RGB,13.802734375,72877d9bc51640bbaa29b4c2dd9658a7
data\raw\mandatory\mandatory_228_1767976757978.jpg,mandatory_228_1767976757978.jpg,mandatory,140,140,JPEG,RGB,12.17578125,c5dc90e143a6b4dec44a52bb66a6190a
data\raw\mandatory\mandatory_229_1767976758524.jpg,mandatory_229_1767976758524.jpg,mandatory,162,90,JPEG,RGB,10.748046875,9007473854b51c7a81cc158f1d5e890a
data\raw\mandatory\mandatory_22_1767269849975.jpg,mandatory_22_1767269849975.jpg,mandatory,351,227,JPEG,RGB,12.3974609375,d8dc53bf9b8acd18b77a401aa27eba02
data\raw\mandatory\mandatory_230_1767976759592.jpg,mandatory_230_1767976759592.jpg,mandatory,162,91,JPEG,RGB,8.80859375,984579645df08bc97390dbbc44082b02
data\raw\mandatory\mandatory_231_1767976760199.jpg,mandatory_231_1767976760199.jpg,mandatory,162,91,JPEG,RGB,5.6083984375,bc87e5c7af48c9e365bbb1c240da71e6
data\raw\mandatory\mandatory_232_1767976760720.jpg,mandatory_232_1767976760720.jpg,mandatory,162,108,JPEG,RGB,10.767578125,94fec7aabb60e1ac442440ce3b9f1ee2
data\raw\mandatory\mandatory_233_1767976761254.jpg,mandatory_233_1767976761254.jpg,mandatory,132,140,JPEG,RGB,15.02734375,a465ba0df09e120cc6038526431bc9d4
data\raw\mandatory\mandatory_234_1767976761796.jpg,mandatory_234_1767976761796.jpg,mandatory,162,136,JPEG,RGB,6.0400390625,5e7aca018840c714869720ae107f5909
data\raw\mandatory\mandatory_235_1767976762330.jpg,mandatory_235_1767976762330.jpg,mandatory,162,108,JPEG,RGB,9.7080078125,50c9a928e8902cea162315e3940338e4
data\raw\mandatory\mandatory_236_1767976763362.jpg,mandatory_236_1767976763362.jpg,mandatory,140,140,JPEG,RGB,6.625,019a8d878c85f2e7fa7313416164edf8
data\raw\mandatory\mandatory_237_1767976795021.jpg,mandatory_237_1767976795021.jpg,mandatory,140,140,JPEG,RGB,5.6728515625,8b5eef44f0d1753124c642b739e5c71a
data\raw\mandatory\mandatory_238_1767976795533.jpg,mandatory_238_1767976795533.jpg,mandatory,140,140,JPEG,RGB,4.5654296875,fdf72b324b3d660ee9e688451f899020
data\raw\mandatory\mandatory_239_1767976796122.jpg,mandatory_239_1767976796122.jpg,mandatory,162,91,JPEG,RGB,5.96875,1c1897cf3176b2732f0d8d9e2bad38d1
data\raw\mandatory\mandatory_23_1767269850745.jpg,mandatory_23_1767269850745.jpg,mandatory,589,386,JPEG,RGB,58.86328125,7e19ce9296912d31bc16aec8e05a02e3
data\raw\mandatory\mandatory_240_1767976796676.jpg,mandatory_240_1767976796676.jpg,mandatory,140,140,JPEG,RGB,5.3798828125,26f81188cf00214f23645e6fbfb21827
data\raw\mandatory\mandatory_241_1767976797199.jpg,mandatory_241_1767976797199.jpg,mandatory,140,140,JPEG,RGB,5.2529296875,2b4de9fac938bbdbfcba72f8e02ac65d
data\raw\mandatory\mandatory_242_1767976797735.jpg,mandatory_242_1767976797735.jpg,mandatory,162,135,JPEG,RGB,6.3818359375,16e6dc1c3bea3fe63c6d6035c6ef1e66
data\raw\mandatory\mandatory_243_1767976798430.jpg,mandatory_243_1767976798430.jpg,mandatory,162,90,JPEG,RGB,6.5810546875,07bcfdf84eae9aaf69e92cdfefa15e40
data\raw\mandatory\mandatory_244_1767976798949.jpg,mandatory_244_1767976798949.jpg,mandatory,140,140,JPEG,RGB,5.5703125,909f6e8a21ccc5628d7671ed61062eda
data\raw\mandatory\mandatory_245_1767976799465.jpg,mandatory_245_1767976799465.jpg,mandatory,139,140,JPEG,RGB,5.1435546875,bc4c2181cdbdf2573b6b5ae3b1ab1294
data\raw\mandatory\mandatory_246_1767976799994.jpg,mandatory_246_1767976799994.jpg,mandatory,162,94,JPEG,RGB,9.1298828125,3bdd6b7556bd2ef4289d89a92dd07f45
data\raw\mandatory\mandatory_247_1767976800505.jpg,mandatory_247_1767976800505.jpg,mandatory,162,135,JPEG,RGB,5.650390625,9be4b51df8d2415e1e29d2bc4a0cb478
data\raw\mandatory\mandatory_248_1767976801086.jpg,mandatory_248_1767976801086.jpg,mandatory,140,140,JPEG,RGB,5.7021484375,cf8b878d07e4d571f9a95b8321c0bf9d
data\raw\mandatory\mandatory_249_1767976801640.jpg,mandatory_249_1767976801640.jpg,mandatory,162,91,JPEG,RGB,8.5859375,68f2579534f170e640545bcad7ab7a9d
data\raw\mandatory\mandatory_24_1767269851579.jpg,mandatory_24_1767269851579.jpg,mandatory,1159,866,JPEG,RGB,169.38671875,38d4ba0955da5175f84228a0f5d02757
